dataset,split,id,text,hard_label,soft_label_0,soft_label_1,annotator,annotator_label,num_annotations
ArMIS,train,11,الزواج التقليدي سبب عزوف اغلب الرجال النساء معا الحين صعب الواحد ياخذ براي امه لأن الأم معايير زواجها سمعة الزوج الزوجة الطيبة الناس اساسه تقرر الشي بنظر اغلبنا يدل انه الشخص المقدم الزواج تناسبني اخلاقياته معتقداته,0,1.0,0.0,Ann1,0,3
ArMIS,train,11,الزواج التقليدي سبب عزوف اغلب الرجال النساء معا الحين صعب الواحد ياخذ براي امه لأن الأم معايير زواجها سمعة الزوج الزوجة الطيبة الناس اساسه تقرر الشي بنظر اغلبنا يدل انه الشخص المقدم الزواج تناسبني اخلاقياته معتقداته,0,1.0,0.0,Ann2,0,3
ArMIS,train,11,الزواج التقليدي سبب عزوف اغلب الرجال النساء معا الحين صعب الواحد ياخذ براي امه لأن الأم معايير زواجها سمعة الزوج الزوجة الطيبة الناس اساسه تقرر الشي بنظر اغلبنا يدل انه الشخص المقدم الزواج تناسبني اخلاقياته معتقداته,0,1.0,0.0,Ann3,0,3
ArMIS,train,12,تعددت الأسباب لايحقلك تبررين ابدا ... الحمدلله عافانا ابتلاهم والله يجبر قلب زوجها ... النساء وخصوصا الزمن يستحقون كلمة امي ... والبعض يبيلهم حرق,1,0.0,1.0,Ann1,1,3
ArMIS,train,12,تعددت الأسباب لايحقلك تبررين ابدا ... الحمدلله عافانا ابتلاهم والله يجبر قلب زوجها ... النساء وخصوصا الزمن يستحقون كلمة امي ... والبعض يبيلهم حرق,1,0.0,1.0,Ann2,1,3
ArMIS,train,12,تعددت الأسباب لايحقلك تبررين ابدا ... الحمدلله عافانا ابتلاهم والله يجبر قلب زوجها ... النساء وخصوصا الزمن يستحقون كلمة امي ... والبعض يبيلهم حرق,1,0.0,1.0,Ann3,1,3
ArMIS,train,13,طلعو فاجرات الحلوات,1,0.33,0.67,Ann1,0,3
ArMIS,train,13,طلعو فاجرات الحلوات,1,0.33,0.67,Ann2,1,3
ArMIS,train,13,طلعو فاجرات الحلوات,1,0.33,0.67,Ann3,1,3
ArMIS,train,14,فعلا ليه معصبين نسويات انتو عندكم أسمى مهنه بالحياة المراه شغلتها انها تتكاثر,1,0.33,0.67,Ann1,1,3
ArMIS,train,14,فعلا ليه معصبين نسويات انتو عندكم أسمى مهنه بالحياة المراه شغلتها انها تتكاثر,1,0.33,0.67,Ann2,0,3
ArMIS,train,14,فعلا ليه معصبين نسويات انتو عندكم أسمى مهنه بالحياة المراه شغلتها انها تتكاثر,1,0.33,0.67,Ann3,1,3
ArMIS,train,15,النساء صاروا واليات حاكمات سفيرات ساتر تثقف دينك الملكة بلقيس ههه جهلة اخر زمن,0,1.0,0.0,Ann1,0,3
ArMIS,train,15,النساء صاروا واليات حاكمات سفيرات ساتر تثقف دينك الملكة بلقيس ههه جهلة اخر زمن,0,1.0,0.0,Ann2,0,3
ArMIS,train,15,النساء صاروا واليات حاكمات سفيرات ساتر تثقف دينك الملكة بلقيس ههه جهلة اخر زمن,0,1.0,0.0,Ann3,0,3
ArMIS,train,16,لاحظت الذكورين بدؤوا ياخذون منحنى متشدد وتكفيري يارجل واحد المغردين المشهورين بذكوريته خلى السعوديات فاسقات الملتزمة يقول انها فاسقة ماتظهر فسقها أغلب الذكوريين يشوفون احصائيات اجنبية المرأة ويقيسون باقي نساء العالم وهذا خطأ فادح,0,0.67,0.33,Ann1,0,3
ArMIS,train,16,لاحظت الذكورين بدؤوا ياخذون منحنى متشدد وتكفيري يارجل واحد المغردين المشهورين بذكوريته خلى السعوديات فاسقات الملتزمة يقول انها فاسقة ماتظهر فسقها أغلب الذكوريين يشوفون احصائيات اجنبية المرأة ويقيسون باقي نساء العالم وهذا خطأ فادح,0,0.67,0.33,Ann2,0,3
ArMIS,train,16,لاحظت الذكورين بدؤوا ياخذون منحنى متشدد وتكفيري يارجل واحد المغردين المشهورين بذكوريته خلى السعوديات فاسقات الملتزمة يقول انها فاسقة ماتظهر فسقها أغلب الذكوريين يشوفون احصائيات اجنبية المرأة ويقيسون باقي نساء العالم وهذا خطأ فادح,0,0.67,0.33,Ann3,1,3
ArMIS,train,17,فكره اللبنانيات اكثر نساء متسلطات أزواجهم ومتطلباتهم كثيره جدا ومسويات الزلم مكفخه تقبل تتزوج الا بيت وحدها أمه وياه تقبل يغرك الكلام المثالي المعسول,1,0.33,0.67,Ann1,1,3
ArMIS,train,17,فكره اللبنانيات اكثر نساء متسلطات أزواجهم ومتطلباتهم كثيره جدا ومسويات الزلم مكفخه تقبل تتزوج الا بيت وحدها أمه وياه تقبل يغرك الكلام المثالي المعسول,1,0.33,0.67,Ann2,0,3
ArMIS,train,17,فكره اللبنانيات اكثر نساء متسلطات أزواجهم ومتطلباتهم كثيره جدا ومسويات الزلم مكفخه تقبل تتزوج الا بيت وحدها أمه وياه تقبل يغرك الكلام المثالي المعسول,1,0.33,0.67,Ann3,1,3
ArMIS,train,18,النساء والله تسوى رجال مشكلة الحرمه انها مهمشه زمن طويل الان تغير الوضع وصارت قياديه فكر ومال ومشوره,0,1.0,0.0,Ann1,0,3
ArMIS,train,18,النساء والله تسوى رجال مشكلة الحرمه انها مهمشه زمن طويل الان تغير الوضع وصارت قياديه فكر ومال ومشوره,0,1.0,0.0,Ann2,0,3
ArMIS,train,18,النساء والله تسوى رجال مشكلة الحرمه انها مهمشه زمن طويل الان تغير الوضع وصارت قياديه فكر ومال ومشوره,0,1.0,0.0,Ann3,0,3
ArMIS,train,19,ناقصات عقل الدين عشان شهادة المحكمة الدورة اغلب اهل نار بسبب عدد اناث الارض اكثر اهل الجنة الجنة تحت ارجلنا احنا سبب ادخال اهالينا الجنة سواء امهات اطفال الموت تسوي شريف المصايب كلها جاية منكم الجنة محكورة عليكم فوق انك ناقص دين كمان,0,1.0,0.0,Ann1,0,3
ArMIS,train,19,ناقصات عقل الدين عشان شهادة المحكمة الدورة اغلب اهل نار بسبب عدد اناث الارض اكثر اهل الجنة الجنة تحت ارجلنا احنا سبب ادخال اهالينا الجنة سواء امهات اطفال الموت تسوي شريف المصايب كلها جاية منكم الجنة محكورة عليكم فوق انك ناقص دين كمان,0,1.0,0.0,Ann2,0,3
ArMIS,train,19,ناقصات عقل الدين عشان شهادة المحكمة الدورة اغلب اهل نار بسبب عدد اناث الارض اكثر اهل الجنة الجنة تحت ارجلنا احنا سبب ادخال اهالينا الجنة سواء امهات اطفال الموت تسوي شريف المصايب كلها جاية منكم الجنة محكورة عليكم فوق انك ناقص دين كمان,0,1.0,0.0,Ann3,0,3
ArMIS,train,20,اعشق المرأة المتحررة واهوى ترويض جموحها,0,1.0,0.0,Ann1,0,3
ArMIS,train,20,اعشق المرأة المتحررة واهوى ترويض جموحها,0,1.0,0.0,Ann2,0,3
ArMIS,train,20,اعشق المرأة المتحررة واهوى ترويض جموحها,0,1.0,0.0,Ann3,0,3
ArMIS,train,21,النسويه طائفه وحركه الحاديه اصلها الليبراليه اقرئي التاريخ,1,0.33,0.67,Ann1,1,3
ArMIS,train,21,النسويه طائفه وحركه الحاديه اصلها الليبراليه اقرئي التاريخ,1,0.33,0.67,Ann2,0,3
ArMIS,train,21,النسويه طائفه وحركه الحاديه اصلها الليبراليه اقرئي التاريخ,1,0.33,0.67,Ann3,1,3
ArMIS,train,22,والله هالحريم ناقصات عقل ودين مايعرفون الرجل اذا امتهن الطبخ سيعزف الزواج مشكله لازم نحلها ونحط هالشيء مناهجنا ضروري واللي تخالفنا متدثره خسيسه حقيره واضحه وصريحه صحيح يالحربي,1,0.0,1.0,Ann1,1,3
ArMIS,train,22,والله هالحريم ناقصات عقل ودين مايعرفون الرجل اذا امتهن الطبخ سيعزف الزواج مشكله لازم نحلها ونحط هالشيء مناهجنا ضروري واللي تخالفنا متدثره خسيسه حقيره واضحه وصريحه صحيح يالحربي,1,0.0,1.0,Ann2,1,3
ArMIS,train,22,والله هالحريم ناقصات عقل ودين مايعرفون الرجل اذا امتهن الطبخ سيعزف الزواج مشكله لازم نحلها ونحط هالشيء مناهجنا ضروري واللي تخالفنا متدثره خسيسه حقيره واضحه وصريحه صحيح يالحربي,1,0.0,1.0,Ann3,1,3
ArMIS,train,23,والله المشكله الاغبياء الشباب يسوون وبعدين المريضات النسويات يجون ويقولون العيال والعيال يلعن وجه اللي علمهم العيال منهم الا البلاء ياحبيبتي انت وهي ترى الرجال كنت عايشه بامن وامان شغلو عقلكم تكفون العيال خرا ذول,1,0.0,1.0,Ann1,1,3
ArMIS,train,23,والله المشكله الاغبياء الشباب يسوون وبعدين المريضات النسويات يجون ويقولون العيال والعيال يلعن وجه اللي علمهم العيال منهم الا البلاء ياحبيبتي انت وهي ترى الرجال كنت عايشه بامن وامان شغلو عقلكم تكفون العيال خرا ذول,1,0.0,1.0,Ann2,1,3
ArMIS,train,23,والله المشكله الاغبياء الشباب يسوون وبعدين المريضات النسويات يجون ويقولون العيال والعيال يلعن وجه اللي علمهم العيال منهم الا البلاء ياحبيبتي انت وهي ترى الرجال كنت عايشه بامن وامان شغلو عقلكم تكفون العيال خرا ذول,1,0.0,1.0,Ann3,1,3
ArMIS,train,24,لكل مرأة تجعلي حياتك رهن صاحباتك زميلاتك اخواتك قريباتك حسابات نسوية الله امرك بتغطية جسدك ووجهك بالنص القرآني سورة النور التحجج باختلاف المذاهب يجيز ابطال قرآني صريح يأمرك بتغطية وجهك,0,1.0,0.0,Ann1,0,3
ArMIS,train,24,لكل مرأة تجعلي حياتك رهن صاحباتك زميلاتك اخواتك قريباتك حسابات نسوية الله امرك بتغطية جسدك ووجهك بالنص القرآني سورة النور التحجج باختلاف المذاهب يجيز ابطال قرآني صريح يأمرك بتغطية وجهك,0,1.0,0.0,Ann2,0,3
ArMIS,train,24,لكل مرأة تجعلي حياتك رهن صاحباتك زميلاتك اخواتك قريباتك حسابات نسوية الله امرك بتغطية جسدك ووجهك بالنص القرآني سورة النور التحجج باختلاف المذاهب يجيز ابطال قرآني صريح يأمرك بتغطية وجهك,0,1.0,0.0,Ann3,0,3
ArMIS,train,25,المغاربه اللى بيتكلموا بنات مصر ههه عجبت يازمن طيب اللى بيتريق بنات مصر يروح يلم لحمه وعرضه شوارع أوروبا ومصر والخليج ومش عايز اقول اكتر كدا وماحدش حكالى شوفتهم بعينى,1,0.33,0.67,Ann1,1,3
ArMIS,train,25,المغاربه اللى بيتكلموا بنات مصر ههه عجبت يازمن طيب اللى بيتريق بنات مصر يروح يلم لحمه وعرضه شوارع أوروبا ومصر والخليج ومش عايز اقول اكتر كدا وماحدش حكالى شوفتهم بعينى,1,0.33,0.67,Ann2,0,3
ArMIS,train,25,المغاربه اللى بيتكلموا بنات مصر ههه عجبت يازمن طيب اللى بيتريق بنات مصر يروح يلم لحمه وعرضه شوارع أوروبا ومصر والخليج ومش عايز اقول اكتر كدا وماحدش حكالى شوفتهم بعينى,1,0.33,0.67,Ann3,1,3
ArMIS,train,26,النكد صفه النساء فقط صمت وتقطيب وجه ومع يحرق قلب الرجل,0,0.67,0.33,Ann1,1,3
ArMIS,train,26,النكد صفه النساء فقط صمت وتقطيب وجه ومع يحرق قلب الرجل,0,0.67,0.33,Ann2,0,3
ArMIS,train,26,النكد صفه النساء فقط صمت وتقطيب وجه ومع يحرق قلب الرجل,0,0.67,0.33,Ann3,0,3
ArMIS,train,27,اله الا الله شدخل النسويه الحين مين قال اني نسويه,0,1.0,0.0,Ann1,0,3
ArMIS,train,27,اله الا الله شدخل النسويه الحين مين قال اني نسويه,0,1.0,0.0,Ann2,0,3
ArMIS,train,27,اله الا الله شدخل النسويه الحين مين قال اني نسويه,0,1.0,0.0,Ann3,0,3
ArMIS,train,28,ويقولو ليه تصيرون نسويات,0,1.0,0.0,Ann1,0,3
ArMIS,train,28,ويقولو ليه تصيرون نسويات,0,1.0,0.0,Ann2,0,3
ArMIS,train,28,ويقولو ليه تصيرون نسويات,0,1.0,0.0,Ann3,0,3
ArMIS,train,29,كانت مبسوطةلكن نكدوا عليها الله ينكد عليهم يدمر النساء النساء,1,0.33,0.67,Ann1,1,3
ArMIS,train,29,كانت مبسوطةلكن نكدوا عليها الله ينكد عليهم يدمر النساء النساء,1,0.33,0.67,Ann2,1,3
ArMIS,train,29,كانت مبسوطةلكن نكدوا عليها الله ينكد عليهم يدمر النساء النساء,1,0.33,0.67,Ann3,0,3
ArMIS,train,30,العلاقة المرأة والرجل تكاملية تنافسية,0,1.0,0.0,Ann1,0,3
ArMIS,train,30,العلاقة المرأة والرجل تكاملية تنافسية,0,1.0,0.0,Ann2,0,3
ArMIS,train,30,العلاقة المرأة والرجل تكاملية تنافسية,0,1.0,0.0,Ann3,0,3
ArMIS,train,31,ولإن الأنثى الأنوثة الغير حديثة-مفاهيم بسيادة النظام الأبوي وبالاختلاف الفطري الذكر والأنثى-في قاموس النسويات تمييز جنسي وجب محاربته-تم رفض الاعتراف كونه إحدى الأسلحة الم شهرة النسوية فهم النقد النسوية بالفعل وبشهادة أهلها حرب الفطرة,0,0.67,0.33,Ann1,1,3
ArMIS,train,31,ولإن الأنثى الأنوثة الغير حديثة-مفاهيم بسيادة النظام الأبوي وبالاختلاف الفطري الذكر والأنثى-في قاموس النسويات تمييز جنسي وجب محاربته-تم رفض الاعتراف كونه إحدى الأسلحة الم شهرة النسوية فهم النقد النسوية بالفعل وبشهادة أهلها حرب الفطرة,0,0.67,0.33,Ann2,0,3
ArMIS,train,31,ولإن الأنثى الأنوثة الغير حديثة-مفاهيم بسيادة النظام الأبوي وبالاختلاف الفطري الذكر والأنثى-في قاموس النسويات تمييز جنسي وجب محاربته-تم رفض الاعتراف كونه إحدى الأسلحة الم شهرة النسوية فهم النقد النسوية بالفعل وبشهادة أهلها حرب الفطرة,0,0.67,0.33,Ann3,0,3
ArMIS,train,32,يشمل القبض فاسدات وسائل التواصل مروجات العهر والدعارة,1,0.0,1.0,Ann1,1,3
ArMIS,train,32,يشمل القبض فاسدات وسائل التواصل مروجات العهر والدعارة,1,0.0,1.0,Ann2,1,3
ArMIS,train,32,يشمل القبض فاسدات وسائل التواصل مروجات العهر والدعارة,1,0.0,1.0,Ann3,1,3
ArMIS,train,33,ملاكي ملاكي محتاجه حمد وثناء ممكن تطلعي اسي وتعملي كدا ومين عندو درايه انو ربنا ماعاوز يشاقي عبد عبادو وراك لانو الخلقيك ويعلم تكونين سبحان الله ناقصات عقل ودين حقيقه,1,0.0,1.0,Ann1,1,3
ArMIS,train,33,ملاكي ملاكي محتاجه حمد وثناء ممكن تطلعي اسي وتعملي كدا ومين عندو درايه انو ربنا ماعاوز يشاقي عبد عبادو وراك لانو الخلقيك ويعلم تكونين سبحان الله ناقصات عقل ودين حقيقه,1,0.0,1.0,Ann2,1,3
ArMIS,train,33,ملاكي ملاكي محتاجه حمد وثناء ممكن تطلعي اسي وتعملي كدا ومين عندو درايه انو ربنا ماعاوز يشاقي عبد عبادو وراك لانو الخلقيك ويعلم تكونين سبحان الله ناقصات عقل ودين حقيقه,1,0.0,1.0,Ann3,1,3
ArMIS,train,34,تراني كنت نسويه الانستقرام اغرب شيء كنت اناقش بحساب امي امي ساكته متحمله,0,1.0,0.0,Ann1,0,3
ArMIS,train,34,تراني كنت نسويه الانستقرام اغرب شيء كنت اناقش بحساب امي امي ساكته متحمله,0,1.0,0.0,Ann2,0,3
ArMIS,train,34,تراني كنت نسويه الانستقرام اغرب شيء كنت اناقش بحساب امي امي ساكته متحمله,0,1.0,0.0,Ann3,0,3
ArMIS,train,35,عبيد الفلبن اغلبهن نسويات كلهن قذرات,1,0.0,1.0,Ann1,1,3
ArMIS,train,35,عبيد الفلبن اغلبهن نسويات كلهن قذرات,1,0.0,1.0,Ann2,1,3
ArMIS,train,35,عبيد الفلبن اغلبهن نسويات كلهن قذرات,1,0.0,1.0,Ann3,1,3
ArMIS,train,36,المرأة أوروبا تتعرض للعنف والاغتصاب بشكل كبير ولكنهم يحاولون التستر علي الموضوع وطمس الحقيقة ينطلقون لمهاجمة الإسلام ويتهمونه بالارهاب وبالعنف المرأة وبأن الحجاب نوع أنواع العنف ضدها,0,1.0,0.0,Ann1,0,3
ArMIS,train,36,المرأة أوروبا تتعرض للعنف والاغتصاب بشكل كبير ولكنهم يحاولون التستر علي الموضوع وطمس الحقيقة ينطلقون لمهاجمة الإسلام ويتهمونه بالارهاب وبالعنف المرأة وبأن الحجاب نوع أنواع العنف ضدها,0,1.0,0.0,Ann2,0,3
ArMIS,train,36,المرأة أوروبا تتعرض للعنف والاغتصاب بشكل كبير ولكنهم يحاولون التستر علي الموضوع وطمس الحقيقة ينطلقون لمهاجمة الإسلام ويتهمونه بالارهاب وبالعنف المرأة وبأن الحجاب نوع أنواع العنف ضدها,0,1.0,0.0,Ann3,0,3
ArMIS,train,37,المرأة وليس النسويات,0,1.0,0.0,Ann1,0,3
ArMIS,train,37,المرأة وليس النسويات,0,1.0,0.0,Ann2,0,3
ArMIS,train,37,المرأة وليس النسويات,0,1.0,0.0,Ann3,0,3
ArMIS,train,38,الله ياخذ عقليه متخلفه مثلك وشرواك طيب انت احذف البرامج اللي تظهر النساء اقولك بلاش تاخذ جوال اصلا,0,1.0,0.0,Ann1,0,3
ArMIS,train,38,الله ياخذ عقليه متخلفه مثلك وشرواك طيب انت احذف البرامج اللي تظهر النساء اقولك بلاش تاخذ جوال اصلا,0,1.0,0.0,Ann2,0,3
ArMIS,train,38,الله ياخذ عقليه متخلفه مثلك وشرواك طيب انت احذف البرامج اللي تظهر النساء اقولك بلاش تاخذ جوال اصلا,0,1.0,0.0,Ann3,0,3
ArMIS,train,39,القضية علاقة بالشافعي ... كانت إمامة المراة جائزة لكانت عائشة اول إمامة الإسلام الأقل بمثيلاتها النساء يحدث زمن رسول الله بعده شروط الإمامة الذكورة ... فمادخل الشافعي والحنبلي وعبو العايدي الموضوع,0,1.0,0.0,Ann1,0,3
ArMIS,train,39,القضية علاقة بالشافعي ... كانت إمامة المراة جائزة لكانت عائشة اول إمامة الإسلام الأقل بمثيلاتها النساء يحدث زمن رسول الله بعده شروط الإمامة الذكورة ... فمادخل الشافعي والحنبلي وعبو العايدي الموضوع,0,1.0,0.0,Ann2,0,3
ArMIS,train,39,القضية علاقة بالشافعي ... كانت إمامة المراة جائزة لكانت عائشة اول إمامة الإسلام الأقل بمثيلاتها النساء يحدث زمن رسول الله بعده شروط الإمامة الذكورة ... فمادخل الشافعي والحنبلي وعبو العايدي الموضوع,0,1.0,0.0,Ann3,0,3
ArMIS,train,40,ىىىرموط كيفي عاجبني قال فاجرات قال,0,1.0,0.0,Ann1,0,3
ArMIS,train,40,ىىىرموط كيفي عاجبني قال فاجرات قال,0,1.0,0.0,Ann2,0,3
ArMIS,train,40,ىىىرموط كيفي عاجبني قال فاجرات قال,0,1.0,0.0,Ann3,0,3
ArMIS,train,41,ناقصات عقل لأن مهمتها عاطفيه شغال عقلها زين تحكمها عاطفتها بخصوص الدين ناقصات دين لأن الرجل مكلف دينيا اكثر والصلاه مثال لأن تتعب الحمل والحيض ولها الاجر ناقصات دين وليسوا ناقصات ثواب واجرر تتحاسب اللي تكلفت الشيخ الشعراوي,0,1.0,0.0,Ann1,0,3
ArMIS,train,41,ناقصات عقل لأن مهمتها عاطفيه شغال عقلها زين تحكمها عاطفتها بخصوص الدين ناقصات دين لأن الرجل مكلف دينيا اكثر والصلاه مثال لأن تتعب الحمل والحيض ولها الاجر ناقصات دين وليسوا ناقصات ثواب واجرر تتحاسب اللي تكلفت الشيخ الشعراوي,0,1.0,0.0,Ann2,0,3
ArMIS,train,41,ناقصات عقل لأن مهمتها عاطفيه شغال عقلها زين تحكمها عاطفتها بخصوص الدين ناقصات دين لأن الرجل مكلف دينيا اكثر والصلاه مثال لأن تتعب الحمل والحيض ولها الاجر ناقصات دين وليسوا ناقصات ثواب واجرر تتحاسب اللي تكلفت الشيخ الشعراوي,0,1.0,0.0,Ann3,0,3
ArMIS,train,42,عشر ملايين للي يتزوج وحدة ثانية تحس نفسك عايش بمزاد وكل هالسوالف واذا نحكي كلمة هاا نسويات دمرونا اوع,0,0.67,0.33,Ann1,0,3
ArMIS,train,42,عشر ملايين للي يتزوج وحدة ثانية تحس نفسك عايش بمزاد وكل هالسوالف واذا نحكي كلمة هاا نسويات دمرونا اوع,0,0.67,0.33,Ann2,0,3
ArMIS,train,42,عشر ملايين للي يتزوج وحدة ثانية تحس نفسك عايش بمزاد وكل هالسوالف واذا نحكي كلمة هاا نسويات دمرونا اوع,0,0.67,0.33,Ann3,1,3
ArMIS,train,43,حصحص تنمرت اللي يستاهل التنمر بنات رخيصات ينزلون صورهم اكيد بتحيهم انتقادات كثيره تنمر,1,0.0,1.0,Ann1,1,3
ArMIS,train,43,حصحص تنمرت اللي يستاهل التنمر بنات رخيصات ينزلون صورهم اكيد بتحيهم انتقادات كثيره تنمر,1,0.0,1.0,Ann2,1,3
ArMIS,train,43,حصحص تنمرت اللي يستاهل التنمر بنات رخيصات ينزلون صورهم اكيد بتحيهم انتقادات كثيره تنمر,1,0.0,1.0,Ann3,1,3
ArMIS,train,44,خلاص يلعن ابو النسويات زودو امها والله ويقعدو يعممو وبعدين بعقلك بينيك بسه قحيب,1,0.0,1.0,Ann1,1,3
