dataset,split,id,hard_label,soft_label_0,soft_label_1,text,lang,annotators,anno_rank,anno_correct
ArMIS,train,22,1,0.0,1.0,والله هالحريم ناقصات عقل ودين مايعرفون الرجل اذا امتهن الطبخ سيعزف الزواج مشكله لازم نحلها ونحط هالشيء مناهجنا ضروري واللي تخالفنا متدثره خسيسه حقيره واضحه وصريحه صحيح يالحربي,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,23,1,0.0,1.0,والله المشكله الاغبياء الشباب يسوون وبعدين المريضات النسويات يجون ويقولون العيال والعيال يلعن وجه اللي علمهم العيال منهم الا البلاء ياحبيبتي انت وهي ترى الرجال كنت عايشه بامن وامان شغلو عقلكم تكفون العيال خرا ذول,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,24,0,1.0,0.0,لكل مرأة تجعلي حياتك رهن صاحباتك زميلاتك اخواتك قريباتك حسابات نسوية الله امرك بتغطية جسدك ووجهك بالنص القرآني سورة النور التحجج باختلاف المذاهب يجيز ابطال قرآني صريح يأمرك بتغطية وجهك,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,25,1,0.33,0.67,المغاربه اللى بيتكلموا بنات مصر ههه عجبت يازمن طيب اللى بيتريق بنات مصر يروح يلم لحمه وعرضه شوارع أوروبا ومصر والخليج ومش عايز اقول اكتر كدا وماحدش حكالى شوفتهم بعينى,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,26,0,0.67,0.33,النكد صفه النساء فقط صمت وتقطيب وجه ومع يحرق قلب الرجل,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,27,0,1.0,0.0,اله الا الله شدخل النسويه الحين مين قال اني نسويه,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,28,0,1.0,0.0,ويقولو ليه تصيرون نسويات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,29,1,0.33,0.67,كانت مبسوطةلكن نكدوا عليها الله ينكد عليهم يدمر النساء النساء,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,30,0,1.0,0.0,العلاقة المرأة والرجل تكاملية تنافسية,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,31,0,0.67,0.33,ولإن الأنثى الأنوثة الغير حديثة-مفاهيم بسيادة النظام الأبوي وبالاختلاف الفطري الذكر والأنثى-في قاموس النسويات تمييز جنسي وجب محاربته-تم رفض الاعتراف كونه إحدى الأسلحة الم شهرة النسوية فهم النقد النسوية بالفعل وبشهادة أهلها حرب الفطرة,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,32,1,0.0,1.0,يشمل القبض فاسدات وسائل التواصل مروجات العهر والدعارة,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,33,1,0.0,1.0,ملاكي ملاكي محتاجه حمد وثناء ممكن تطلعي اسي وتعملي كدا ومين عندو درايه انو ربنا ماعاوز يشاقي عبد عبادو وراك لانو الخلقيك ويعلم تكونين سبحان الله ناقصات عقل ودين حقيقه,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,34,0,1.0,0.0,تراني كنت نسويه الانستقرام اغرب شيء كنت اناقش بحساب امي امي ساكته متحمله,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,35,1,0.0,1.0,عبيد الفلبن اغلبهن نسويات كلهن قذرات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,36,0,1.0,0.0,المرأة أوروبا تتعرض للعنف والاغتصاب بشكل كبير ولكنهم يحاولون التستر علي الموضوع وطمس الحقيقة ينطلقون لمهاجمة الإسلام ويتهمونه بالارهاب وبالعنف المرأة وبأن الحجاب نوع أنواع العنف ضدها,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,37,0,1.0,0.0,المرأة وليس النسويات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,38,0,1.0,0.0,الله ياخذ عقليه متخلفه مثلك وشرواك طيب انت احذف البرامج اللي تظهر النساء اقولك بلاش تاخذ جوال اصلا,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,39,0,1.0,0.0,القضية علاقة بالشافعي ... كانت إمامة المراة جائزة لكانت عائشة اول إمامة الإسلام الأقل بمثيلاتها النساء يحدث زمن رسول الله بعده شروط الإمامة الذكورة ... فمادخل الشافعي والحنبلي وعبو العايدي الموضوع,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,40,0,1.0,0.0,ىىىرموط كيفي عاجبني قال فاجرات قال,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,41,0,1.0,0.0,ناقصات عقل لأن مهمتها عاطفيه شغال عقلها زين تحكمها عاطفتها بخصوص الدين ناقصات دين لأن الرجل مكلف دينيا اكثر والصلاه مثال لأن تتعب الحمل والحيض ولها الاجر ناقصات دين وليسوا ناقصات ثواب واجرر تتحاسب اللي تكلفت الشيخ الشعراوي,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,42,0,0.67,0.33,عشر ملايين للي يتزوج وحدة ثانية تحس نفسك عايش بمزاد وكل هالسوالف واذا نحكي كلمة هاا نسويات دمرونا اوع,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,43,1,0.0,1.0,حصحص تنمرت اللي يستاهل التنمر بنات رخيصات ينزلون صورهم اكيد بتحيهم انتقادات كثيره تنمر,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,44,1,0.0,1.0,خلاص يلعن ابو النسويات زودو امها والله ويقعدو يعممو وبعدين بعقلك بينيك بسه قحيب,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,45,1,0.33,0.67,زيها كثير مسوين متمردات يبغالها فقط ديب ثروت ووضعها بيتعدل لاكن محد يتنازل للاسف,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,46,0,0.67,0.33,المهم طلعنا الرحلة قلنا نبي مطعم جوعانين جان تزفنا وقالت انتوا صايعات تبون تروحون المطعم عشان الشباب يغازلونكم قلنا خلاص درايف ثرو ماننزل جان تقول ايه عشان تجمعون علي الشباب حوالين الباص كانت مريييضة ومعقدة الله يعين عيالها عليها,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,47,1,0.0,1.0,ايريدون وطن ضفاف نهر دجلة ساقطات فاسدات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,48,1,0.0,1.0,واغلب المعرفات سعوديه خارج الوطن الشريف النسويات اخلاق دين قذرات خربو بيوت وفرقو ازواج,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,49,1,0.0,1.0,وربي رخيصات قرف مقرفين,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,50,0,1.0,0.0,فيك تعطي رايك برسمة بمسلسل سطفل العنف المرأة بشيء يعطى الرأي,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,51,0,0.67,0.33,الححش ال7مار كانت امها تقول البنات اللي يكشفوا وجوههم فاسدات ايش تتوقعي بنتها تطلع,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,52,1,0.0,1.0,تريدون النساء رخيصات عاريات فلتكن امهاتكم واخواتكم ولتكونو انتم ذكورا رجال مثلكم كمثل الخراف نريدهم عزيزات مستورات ستر الله امهاتنا واخواتنا الدنيا والأخرة انتم تجعلون نسائكم سلعه وعرضة للعادى والبادى فرجال يكون لنسائنا,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,53,0,1.0,0.0,مشكله اللي مايعرف يسولف ويبي يفتح سالفه سالفه يقاله فاهم يقولك البنت لبنانيه وتقول تجنيس وبعدين اسطوانة بناتنا ملائكة وبنات الدول الثانيه فاسقات انتهت موضتها وصارت سخيفه,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,54,1,0.0,1.0,الفسويات فيهم غباء,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,55,1,0.0,1.0,ههه ههه علي بالحرام رسميا ناقصات عقل ودين رسميا ههه,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,56,1,0.0,1.0,حرق . بداية الفصل القادم أيتها اللعنة نوعك المفضل النساء السؤال يبدأ الجلد,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,57,0,0.67,0.33,الاسلام أعطى المرأة حقها الكثيرون لايريدون سماع مثل الكلام يريدون يعاب الاسلام ويدموه وان ينفر الناس بدعأت باطلة _شقائق 21/10 2020,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,58,0,0.67,0.33,نسوان ستات بنات مدامات هوانم اوانس عوانس ارامل محجبات سافرات متزوجات مطلقات وانت اولهن,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,59,0,1.0,0.0,ناقصات عقل يعني بتتعامل بالعاطفه يعني معاك طفل بيبكي هتستحمله بكل حياته كراجل ممكن يزهق دقيقه نقطة دين اكيد يعني زوجتك اختك بيكون عندها ظروف تمنعها انها تصوم أوقات معينه عارف ايه الظروف تبقي انت فعلا انسان مريض,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,60,0,1.0,0.0,هاي النقطة الدين الإسلامي حفظ حقوق المرأة قبل قرون طلعة الفيمينست انا بحترم اشياء بيعملوها الفيمينست كمان انت لازم تحترم الاشياء الي انا معها,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,61,0,0.67,0.33,ومافيك تنكرين الفروق الرجل والمرأة وعلى الانسان الواعي العاقل يكون مدرك لهذا الأمر مكان وزمان وطبع يبت المعلومه فهو لأمرين جهل وتصديقين لكلام وتطبيل النسويه الفاضي وإما تكبر وإعراض,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,62,0,1.0,0.0,العنف الاجتماعي تزايد ارتفاع الجرائم النساء 153 جريمة خلال آخر أشهر مقابل 116 جريمة أول أشهر عام 2020 ينتهي العنف المرأة,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,63,0,1.0,0.0,فين شيوخ العار يتحدثون العنف المرأة شجبتوا ونددتوا ولولوتوا علي الكلب الاجرب إساء لرسول الامة اين انتم واين ذهبت حناجركم انتم رجال حقا انتم مسلمون حقا انتم تحت لواء لااله الا الله محمد رسول الله حقا بعتوا دينكم بعرض,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,64,0,1.0,0.0,النساء ناقصات عقل ودين يدل النساء اقل دين وعقل الرجال يدل النساء ناقصات عقل الشهادة فقط لان شهادة الرجل بشهادة أمرأتين وناقصات الدين لأنها تصلي وتصوم ايام الشهر إستخدامك الحديث للإساءة للمرأة يدل نقص دينك وعقلك وثقافتك وتشويه للإسلام,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,65,0,0.67,0.33,انا بوسط جمعة الا بيقنعوني انو النساء ماخذين حقوقهم لدرجة انهم ينعطوا وجه وصاروا متمردات وانا بتضارب واحتمال امي تذبحن اليوم,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,66,0,0.67,0.33,سواء سائق تقود الحالتين تعرض نفسها للخطر تخلى الأب والأخ والزوج والولد مسؤولية اهله ولم يقوموا بواجبهم مثل ماكان السابق كان السبب لجوء النساء لبديل فكان اولا سائق للأسرة ليموزين قادت السيارة وهكذا انا احمل المرأة وحدها ارجوا انكم فهمتم,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,67,1,0.0,1.0,فعلا ناقصات عقل دين وحاليا صاروا فوقها ناقصات جمال ونظافه اكثر اهل النار وحطب جهنم,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,68,1,0.0,1.0,ناقصات عقل دين,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,69,1,0.33,0.67,اخر الصف كلهم البنات كلهم جلستهم الطاولات الخامسة والسادسة وبعدين قالت الرجال قاومون النساء الرجال صناع المستقبل قدوة الجيل والبنات فاسقات متربيات بنات الجيل المفروض يحبسوهم البيوت كثر ماهم متفرعنين وانا الله يطول عمري كنت,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,70,0,1.0,0.0,بالضبط أستاذة البعض استغل يوم المرأة اليمنية لتمجيد تاريخ قديم للمرأة متجاهلين الحالة المأساوية لحياة المرأة اليمنية اليوم والتي نفت أنها القاع شيء دونه هدفنا النفاق والتزيف كشف الحقيقة والحقيقة الم فقط يتسنى التغيير,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,71,0,1.0,0.0,ربي تهنئوا سافرات سجينات والله متأخرات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,72,0,0.67,0.33,أكيد حقوق المرأة عاملين شغل جامد,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,73,1,0.0,1.0,كان أحد الشيوخ مرة راكب الطائرة فعرفت إحدى النساء المتبرجات بحضوره فجاءته سائلة متنقصة حيح النبي قال النساء إنهن ناقصات عقل ودين فقال مؤدبا الحديث الحديث لعائشة وحفصة وأمثال عقل,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,74,1,0.33,0.67,اشكالهم مقرفه اما بنسبه لموضوع التحرش مصر شوارع مصر معظمها خاليا الشرطه ثانيا معظم بنات مصر افعالهم تلفت الانظار الشباب ولكل يلوم الشباب لماذا يتبعو الحشمه ثالث لبد تطبيق قانون حكم اعدام لمن يتحرش البنات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,75,0,1.0,0.0,احنا نطالب بحقوق النساء لان القانون ياخذ حقهم لحد الان الي قتلو زوجاتهم اخواتهم تحاسبو انعدمو عايشين حياة طبيعية مطالبنا تحقيق العدالة مثلما اعتقلو الام يعتقلون الي قتل زوجته اخته يعدموهم ليش المرأة بالعراق دمها رخيص,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,76,0,1.0,0.0,يقنع الفلسطينيون الفتيات بالزواج منهن يأخذوهن القرية يسمح لليهود بدخول قرية عربية تبكي الكثير النساء ويريدن العودة المنزل والزوج يسمح يأخذ الأطفال يضرب أمر محزن جدا,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,77,0,0.67,0.33,يلا حضروا نفسكم متبرجات نروح كلنا سوه,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,78,0,0.67,0.33,همه رادوا يشرعون قانون العنف الاسري وحماية المرأة انكلبت الدنيا بالمظاهرات اساس راح تطلع عين المرأة وتصير للرجل استاذ الاسف الجهل انتشر شعب انطي لطم وقرايات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,79,1,0.33,0.67,حدد يوم المرأة العالمية نزل بكتاب بسنه جاء بعادات القبيله نسمية يوم المراءه المنحرفه الكتاب والسنة والعرف القبلي المتحرره,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,80,1,0.0,1.0,مااكتشفت اغلبهن يامطلقات وحاقدين المجتمع صايعات ويبغون الافلات لاتتعبين معهم ولامع الذكور الزلايب اللي يدعمونهم ويبغوا فساد المجتمع يصلون بسهوله للمغفلات وممارسة الرذيلة كفانا الله شرهم وشر فكرهم المنحل,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,81,0,1.0,0.0,حرية الرأي بيوقف اعتبار النساء آلة للتكاثر تبرير العنف المرأة,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,82,1,0.33,0.67,النسويات مزعجينا بنت الرجال واخت الرجال تفتخر بابوها واخوها وزوجها وتعتز وبحرصهم وغيرتهم عليها وخدمتهم اغلب المطالبات باسقاط الولاية شوية خمة ونسويات مفلوتات همهم هدم البيوت والاسرة والمجتمع,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,83,1,0.0,1.0,واضح شفنا الانحلال النسويات كثرو الله يصلح الحال,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,84,1,0.0,1.0,اللي الولاده ادري عنه ومعروف الطفلين اللي يدها عدوا مرحله الولاده رحمه عندكم نساء قذرات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,85,1,0.33,0.67,وهل كانوا نساء زمان يتراقصن بكامل زينتهن متبرجات بمفاتنهن وهل كانوا نساء زمان يلبسون بناطيل وبلايز قصيره وهل كانوا نساء زمان كانوا ينفخن براطمهم وتعبيها روج بكل الألوان وهل كانوا نساء زمان تسرح شعرها بكل الصبغات وتسريحات المخله بالآداب,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,86,1,0.0,1.0,الاشكال هاي ولك صرت اكره النسوية بزيادة,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,87,0,0.67,0.33,مين باقي يقول رخيصات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,88,0,0.67,0.33,انتي تفهمي معنى الحديث جيدا فنقص عقل المرأة ودينها المقصود الجنس جنس عقل الرجال اكمل جنس عقل النساء فغالب النساء ناقصات عقل ودين الحديث يوجد النساء أكمل دينا وعقلا كثير الرجال فعائشة مثلا أكمل عقلا ألوف رجال اليوم بلا,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,89,0,0.67,0.33,وانا كنت اقصد بكلامي تنبيه لشي انها مدعومه جهه معينه ويساعدونها للترغيب للبنات اللي قاعدبن يطالبون باسقاط الولايه,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,90,1,0.33,0.67,اففف فضحتونا خارج القروب تتهاوشون صايعات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,91,0,1.0,0.0,نفسها اللي كانت تقول للبنات فاسدات وامها تضحك,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,92,1,0.0,1.0,عندنا حريم رخيصات شغالات بالموساد الإسرائيلي,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,93,1,0.0,1.0,اعرف إجابه لماذا اكثرية النساء يتسلطن ازواجهم ويريدون التحكم ويلجؤون الي السحر يكون خادم مطيع ويريدون الاستحواذ لهمن فقط شيء يقرف نساء متسلطات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,94,0,1.0,0.0,بالضبط ميكدرون يشوفون نساء متحررات وقويات الا يحطون الف سبب والف حجة عشتي حبيبي,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,95,1,0.0,1.0,منحطات عبالهن الحرية اسرح وامرح بكيفك يمعودين الحرية حقوق وواجبات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,96,1,0.0,1.0,ميهمناااش برضه مشيت كواكب مجرة درب التبانه كده كوكب كوكب برضه ناقصات عقل دين,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,97,1,0.33,0.67,ترى اذا امك راحت لبعض الأسر بيعطونها نقاب وعباية وانت بيعطونك جلابية لأنه بمفهموهم انتي وامك بلبسكم فاسدات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,98,0,1.0,0.0,بالزززبططط الكل واقف النسويات لانهم شايفين نسوية بتدافع الالحاد والشواذ حقوق المراة وهدولاك مشكلتهم نفسهميدافعو يلي بدهم اياه طبعا هاد يلي بيقلك يحرق النسويات عشان بيكرهونا,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,99,0,1.0,0.0,فاجرات مين الله يمتحنكم,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,100,0,1.0,0.0,معنى النسويه المساواه تتفلسف وهي ماتدري السالفه,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,101,0,1.0,0.0,احد آليات مواجهة العنف المرأة زيادة وعي أفراد الأسرة بخطورة العنف العائلي تزويدهم بالمعارف والمعلومات تؤدي تطوير إطارهم المرجعي ومخزونهم المعرفي بشكل إيجابي بعيدا مظاهر العنف والعدوان,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,102,0,1.0,0.0,عقول مريضة وتربية شوارع صديقتي كلشي مسموح للشباب البنت تحجي يسون حالهم فلاسفة بنات,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
ArMIS,train,103,0,1.0,0.0,أيتها الفتاة يجد الفاسق فاس قات بغايا الرجل الصحيح الرجولة يجد غيرك,ar,"Ann1,Ann2,Ann3",0.9156323571673304,0.8863521055301877
