dataset,split,id,hard_label,soft_label_0,soft_label_1,text,lang,annotators,anno_rank,anno_correct
MD-Agreement,train,27,0,1.0,0.0,...waiting for anonymous to come out and surprise us with new unknown info.... 🌝👀 #6thjune <url> ,en,"Ann274,Ann245,Ann734,Ann225,Ann138",0.9134544906570228,0.8690072794912176
MD-Agreement,train,28,1,0.2,0.8,"<user> You are a dull dimwit!! And no, your covid is over for Hurricane Laura evacuees in Louisiana. No one cares about you and your evacuee partner Biden!!! Biden is a permanent evacuee!",en,"Ann682,Ann750,Ann681,Ann768,Ann669",0.8428817639633612,0.80812623135478
MD-Agreement,train,29,1,0.2,0.8,"<user> Got caught lyin before and he hasn't stopped...<user> ,you are a #lyindementiafacedscandalousponysoldier",en,"Ann149,Ann334,Ann64,Ann345,Ann531",0.8363296423107748,0.8410343604179797
MD-Agreement,train,30,0,1.0,0.0,How to lose an election <url>,en,"Ann373,Ann443,Ann582,Ann708,Ann43",0.8957613310862884,0.8734838014697885
MD-Agreement,train,31,0,0.6,0.4,<user> <user> <user> You’re a buffoon,en,"Ann17,Ann118,Ann164,Ann721,Ann591",0.8349245170496188,0.8665462912270607
MD-Agreement,train,32,0,1.0,0.0,"<user> <user> <user> Hurts Whites to see our fellow Americans hurting, we want the best for ALL citizens! This is the media and politicians preying on emotions!  I think George Floyd death is more about Dirty cop than race since they worked together at Night Club, I would bet Floyd had dirt on cop",en,"Ann632,Ann5,Ann755,Ann271,Ann661",0.8936753381649873,0.8429689594546546
MD-Agreement,train,33,0,1.0,0.0,"If you love cats. If you have lost a cat. If you are just a decent person. Please consider supporting Cats Haven. They’re a no-kill shelter for damaged, elderly &amp; broken kitties. We got our Gitzo there 8 years ago. They’re struggling because of the Covid. <url>",en,"Ann200,Ann283,Ann768,Ann582,Ann514",0.8582195026370932,0.8283622835700702
MD-Agreement,train,34,1,0.2,0.8,"<user> <user> shut up, first y’all call us aliens and r*pist. WE DONT WANT YALL",en,"Ann779,Ann334,Ann149,Ann379,Ann381",0.837162303646896,0.8023853285879514
MD-Agreement,train,35,0,0.6,0.4,Police Officers..You are not above the law!  I REPEAT!  YOU ARE NOT ABOVE THE LAW!  To the A-Hole Officers:  Stop inciting violence. You are just as bad as the looters.  I take that back...You are WORSE...far far worse.  #BlueLivesMatter  #BlackLivesMatter  #whitelivesmattermore,en,"Ann423,Ann598,Ann632,Ann428,Ann661",0.874201821506458,0.8514940329800724
MD-Agreement,train,36,0,0.6,0.4,<user> Take your 'Virus' lies and Stick em'.,en,"Ann783,Ann422,Ann514,Ann64,Ann763",0.8545421610289541,0.7808479979641495
MD-Agreement,train,37,1,0.4,0.6,<user> <user> This guy is a troll,en,"Ann88,Ann188,Ann779,Ann573,Ann697",0.8483239528887205,0.811064239260572
MD-Agreement,train,38,0,0.8,0.2,"<user> <user> <user> <user> <user> I mean, Trump retweets White Power videos, retweets well-known white supremacists, and invites the Confederate flag to his rallies but you don’t seem to mind that at all? #Cult45🤪",en,"Ann188,Ann517,Ann779,Ann793,Ann656",0.82968326807997,0.7787749478829413
MD-Agreement,train,39,0,1.0,0.0,Daily positive test rate of *19.7%*.  Holy crap.,en,"Ann200,Ann514,Ann558,Ann555,Ann293",0.8403209337961673,0.82385048374096
MD-Agreement,train,40,1,0.4,0.6,<user> <user> <user> <user> <user> The moment you read ChampagneSane’s latest tweet about you dad ass. 💕 <url>,en,"Ann42,Ann585,Ann53,Ann721,Ann616",0.8278615599986138,0.8256044182621501
MD-Agreement,train,41,1,0.2,0.8,"No, trump cannot develop empathy. He is a sociopath. But he can pretend he is fighting for us when he is battling Covid-19 himself, getting the best medical care available while millions are going to lose their healthcare because of trump. #SaveACA  #TrumpVirusDeathToll210K <url>",en,"Ann741,Ann402,Ann194,Ann500,Ann288",0.8104167181954713,0.7309532339245454
MD-Agreement,train,42,1,0.2,0.8,This is why I fuck with SF/BayArea we will ALWAYS fight &amp; stand up for what’s right! That’s on GOD!!!!! 🖤🖤🖤 #BLM #BlackLivesMatter #sfprotest,en,"Ann117,Ann443,Ann501,Ann708,Ann270",0.8993055086310104,0.9021151036332208
MD-Agreement,train,43,1,0.0,1.0,What bull shit #VoteRedToSaveAmerica,en,"Ann675,Ann200,Ann610,Ann779,Ann704",0.8620963057306638,0.7808197353248494
MD-Agreement,train,44,0,0.8,0.2,<user> <user> so you want the us to be sick and weak.. yikes thats so patriotic of you huh,en,"Ann779,Ann616,Ann415,Ann65,Ann22",0.8488894985106736,0.8118399775680881
MD-Agreement,train,45,0,1.0,0.0,OFFICIAL Gianna Floyd Fund (George Floyd's child) #GeorgeFloyd #HerDaddyChangedTheWorld  <url> ,en,"Ann501,Ann408,Ann428,Ann85,Ann236",0.8992835119482365,0.8693666656207071
MD-Agreement,train,46,1,0.2,0.8,<user> <user> <user> <user> <user> <user> <user> Because you're a moron,en,"Ann779,Ann200,Ann517,Ann514,Ann206",0.8518212175832897,0.8190274788581217
MD-Agreement,train,47,0,1.0,0.0,<user> <user> <user> <user> That's not what President Trump paid in taxes-Fake News!,en,"Ann82,Ann42,Ann613,Ann697,Ann149",0.8417652288680095,0.8181716810435514
MD-Agreement,train,48,1,0.0,1.0,"<user> <user> <user> Manipulate this, bot.  And also I’m blocking your troll a** <url>",en,"Ann582,Ann522,Ann575,Ann514,Ann779",0.8642647821378763,0.782481310336051
MD-Agreement,train,49,0,0.8,0.2,"<user> <user> This clown has been spreading more than COVID-19, but whatever is spewing from his mouth, we all know #TrumpIsPatientZero",en,"Ann729,Ann695,Ann499,Ann206,Ann639",0.8023317384370016,0.8148221343873517
MD-Agreement,train,50,0,0.8,0.2,Trump Waited a Whole Week Before Blaming the Coronavirus on Obama   Vanity Fair <url>,en,"Ann464,Ann200,Ann575,Ann514,Ann779",0.8350888868210719,0.7318233155841456
MD-Agreement,train,51,0,1.0,0.0,Why i HATE big pharma,en,"Ann152,Ann200,Ann302,Ann169,Ann681",0.8298944930287219,0.7972295236477797
MD-Agreement,train,52,0,1.0,0.0,<user> <user> <user> As a progressive I hate to tell you that it wouldn't have changed one bit.,en,"Ann788,Ann188,Ann274,Ann721,Ann779",0.8600541924604501,0.7948460109757698
MD-Agreement,train,53,0,1.0,0.0,"<user> As mom of 3 boys...the message is loud&amp;clear! Police murdered George Floyd! If that were my son I would move the earth to seek justice and change!!! I FEEL GUTTED! I AM SICK ABOUT THIS! I Now that I see, know I mourn in SOLIDARITY!! #JusticeForGeorgeFloyd",en,"Ann598,Ann14,Ann239,Ann468,Ann800",0.9156886011235092,0.8289724310776944
MD-Agreement,train,54,0,1.0,0.0,Wow! Folks in London are running the cops off the block!  #BlackLivesMatter    <url>,en,"Ann237,Ann586,Ann428,Ann680,Ann171",0.8888213948604552,0.8952040801192446
MD-Agreement,train,55,0,1.0,0.0,STOP SCROLLING   his name was George Floyd and he couldn’t breathe. we need justice. #BlackLivesMatter <url>,en,"Ann13,Ann306,Ann149,Ann196,Ann171",0.8819675629061086,0.8085534328986711
MD-Agreement,train,56,1,0.4,0.6,He was also murdered. Most people agree Paul. It’s the fucking up enire communities that’s a problem. Also white liberal Antifa riding on our black youths backs to use them as an excuse is terrible. <url>,en,"Ann149,Ann197,Ann129,Ann274,Ann300",0.8786983018521791,0.8117925592582823
MD-Agreement,train,57,1,0.2,0.8,"Karen, shut up. Trump is the sore loser",en,"Ann200,Ann42,Ann610,Ann779,Ann144",0.8366057817618788,0.8115940574248233
MD-Agreement,train,58,0,1.0,0.0,A damn beautiful force of nature ✊🏽✊🏾✊🏿  #BreonnaTaylorWasMurdered #BlackLivesMattter,en,"Ann65,Ann237,Ann428,Ann241,Ann382",0.9065706048338248,0.9150710102905226
MD-Agreement,train,59,0,0.8,0.2,<user> Did he wear black face for it? <user> <user> #BlackLivesMatter,en,"Ann672,Ann245,Ann29,Ann292,Ann54",0.8965165847234093,0.9032025338002327
MD-Agreement,train,60,0,1.0,0.0,<user> <user> I am with you!,en,"Ann82,Ann641,Ann60,Ann779,Ann656",0.8395272730121736,0.8109152250626298
MD-Agreement,train,61,0,1.0,0.0,Just stop. This isn’t about being grammatically correct. It’s about understanding that there are some things you can NEVER understand. Just shut up and help. Being better helps. Listening helps. Help. #BlackLivesMatter #WhiteLivesMatter #AllLivesMatter,en,"Ann163,Ann638,Ann396,Ann274,Ann54",0.8901496016812475,0.8297363789525043
MD-Agreement,train,62,1,0.4,0.6,one of the only good things about this year is the string of humiliations it seems like 2020 is lining up for the dipshit in chief.,en,"Ann582,Ann632,Ann390,Ann768,Ann681",0.8579616528270468,0.8144251081635547
MD-Agreement,train,63,0,0.8,0.2,Please if u do not support the black lives Mather movement unfollow me now. Dont give me the all lives Mather reply. Yes off course they do but that’s not the point. #BlackLivesMatter <url>,en,"Ann343,Ann443,Ann764,Ann29,Ann39",0.8589715838365775,0.8105551173311728
MD-Agreement,train,64,0,1.0,0.0,"<user> Dude, I freaking love you !!",en,"Ann88,Ann517,Ann572,Ann149,Ann573",0.8549771990554973,0.8504231781694809
MD-Agreement,train,65,0,1.0,0.0,"We know, that's why a lot of people are getting ready to dump Facebook wholesale for being one of the very reasons we are even in this mess to begin with. They are- like Twitter itself- the super spreaders of right wing disinformation and lies.",en,"Ann783,Ann85,Ann805,Ann768,Ann763",0.8729279719675171,0.8474144975394976
MD-Agreement,train,66,1,0.4,0.6,Biden the liar…still <url>,en,"Ann85,Ann425,Ann377,Ann779,Ann144",0.8500272086015638,0.8176125694059844
MD-Agreement,train,67,0,0.6,0.4,<user> <user> If you don't like dogs there is something seriously wrong with you imo.,en,"Ann425,Ann188,Ann104,Ann730,Ann149",0.8492408108889233,0.8143514350959519
MD-Agreement,train,68,0,1.0,0.0,Scenes on Bay Bridge. #BlackLivesMatter    <url> ,en,"Ann149,Ann245,Ann209,Ann616,Ann305",0.8820032474845707,0.9054407622155525
MD-Agreement,train,69,0,1.0,0.0,<user> <user> <user> <user> They go hand-in-hand. Even now Chauvin’s fellow cops are saying he should be reinstated. Do a little light reading on Minneapolis’ third precinct.,en,"Ann117,Ann65,Ann245,Ann178,Ann274",0.9138651784873768,0.9339597459238286
MD-Agreement,train,70,0,1.0,0.0,<user> <user> He was pressing Obama for his,en,"Ann517,Ann779,Ann212,Ann415,Ann144",0.8396821344442044,0.8211163143923352
MD-Agreement,train,71,0,0.8,0.2,<user> <user> <user> Did <user> condemn Antifa?,en,"Ann425,Ann188,Ann285,Ann173,Ann415",0.84285957301761,0.7893445258769107
MD-Agreement,train,72,1,0.4,0.6,"<user> Unless your able to travel into an alternate reality where Biden was president instead of Trump during COVID-19, you will never know how many deaths would have been under Biden. Nice try using 227k deaths as a political tool, you pathetic twat.",en,"Ann334,Ann588,Ann774,Ann381,Ann149",0.8413292706365578,0.8186500491329773
MD-Agreement,train,73,0,1.0,0.0,"Watch this!! If Rayshard deserved to die because he pointed a taser at police, should non-violent protesters be allowed to shoot police who injured them with tear gas and rubber bullets? #RayshardBrooks #BlackLivesMatter #BLACK_LIVES_MATTER #NoJusticeNoPeace",en,"Ann163,Ann608,Ann176,Ann241,Ann328",0.8766600124511497,0.873287901688669
MD-Agreement,train,74,1,0.4,0.6,"We need to be aware and concerned, acting with the mitigation measures known to science to WORK.   I really wish people weren’t assholes on the internet - especially COVID-deniers.   It helps nobody.",en,"Ann232,Ann200,Ann779,Ann693,Ann514",0.8520390242938637,0.8342074265432438
MD-Agreement,train,75,0,1.0,0.0,Just gonna sit this here #BLM #BlackLivesMatter <url>,en,"Ann117,Ann731,Ann447,Ann534,Ann274",0.901559899969422,0.8682359886201991
MD-Agreement,train,76,0,1.0,0.0,"Intercede for Susan Osborn and her autistic son Noah, 17, whom she hasn't seen since March 9 because he's in a Covid-19 locked-down institution. READ THE ARTICLE: <url> <url>",en,"Ann57,Ann273,Ann710,Ann514,Ann779",0.8340674958931584,0.8465102456753311
MD-Agreement,train,77,0,1.0,0.0,You are a damn hero - and we will support you <user> John Boyega George Floyd protest London speech in full: Star Wars actor'... <url> via <user>,en,"Ann108,Ann117,Ann129,Ann513,Ann274",0.9054929696244428,0.890256025898857
MD-Agreement,train,78,1,0.4,0.6,This is the fucking problem... idiots who are not even black doing dumb shit and putting the blame on POC. Black lives matter &amp; THEY CAN PROTEST/RIOT &amp; EXPRESS THEMSELVES HOW THEY SEE FIT. If your gonna protest have balls and stand with it.,en,"Ann149,Ann428,Ann423,Ann328,Ann598",0.8721941931273195,0.8598078803248164
MD-Agreement,train,79,0,0.8,0.2,<user> Just another one of your many lies. The House passed a bill weeks ago for covid 19 economic relief and it has just SAT on McConnell's desk. He and the Republicans are to blame NOT the Democrats.,en,"Ann402,Ann582,Ann136,Ann768,Ann669",0.8501603196271696,0.8077634296894441
MD-Agreement,train,80,1,0.4,0.6,"What a joke, Trump speaks for the first time in days and says nothing but the recycled shit that he’s been spewing for months. Mentioned George Floyd once saying it was a great day for George, how’s that, George is dead, there will be no more great days for",en,"Ann274,Ann149,Ann755,Ann608,Ann474",0.8943317948929099,0.8860874638070175
MD-Agreement,train,81,1,0.2,0.8,"<user> Science, like a baby in the womb is a actual human being? Because that’s what science says..... or when a male is born with a dick, he’s a male and not a female. That science?? Or is there another science I don’t know about you corrupt hack.",en,"Ann88,Ann188,Ann730,Ann379,Ann546",0.8372645633556928,0.8006607330460975
MD-Agreement,train,82,0,0.8,0.2,America NOW knows the TRUTH from the interview on <user> about lying <user> The fake news media will not report the FACTS! <user> <user> <user>  <user> <user> <user> <user> <user> <user> <user> <user>,en,"Ann55,Ann64,Ann149,Ann596,Ann345",0.8397540480936705,0.7808922052758246
MD-Agreement,train,83,1,0.4,0.6,"""If you still can vote for this lying clown then invite me over for some nut kicking  """"Rochambeau."""" I'll go first because it's obvious that #MAGA2020 enjoy getting their groins demolished...""",en,"Ann200,Ann514,Ann85,Ann379,Ann558",0.8557049659103508,0.8413442781664795
MD-Agreement,train,84,0,0.8,0.2,<user> By cheating. That's the only way.,en,"Ann779,Ann517,Ann582,Ann616,Ann186",0.8458930622723584,0.834304853841379
MD-Agreement,train,85,0,1.0,0.0,Lol remember at the beginning of Covid when I thought we still would get two nights of Slander at Mission in May 😂,en,"Ann85,Ann726,Ann219,Ann90,Ann611",0.8789416181505955,0.838551245210728
MD-Agreement,train,86,1,0.2,0.8,<user> <user> Isn't Oprah a child trafficker? What happened at her girls school in Africa? She's really chummy with Weinstein. Makes me wonder 🤔,en,"Ann518,Ann88,Ann15,Ann1,Ann573",0.8690218388893621,0.8426624422276596
MD-Agreement,train,87,0,1.0,0.0,"Yeah, this is sick.   Not sic.   Sick.",en,"Ann344,Ann460,Ann369,Ann669,Ann696",0.8620367380367379,0.828085692356314
MD-Agreement,train,88,0,0.6,0.4,Remember <user> wants to keep abortion but would ban straws and limit the amount of red meat we can eat if she had her way.    #LiberalLunacy,en,"Ann200,Ann60,Ann371,Ann779,Ann656",0.8332101891298731,0.7998479905807612
MD-Agreement,train,89,1,0.4,0.6,"<user> <user> Pence won't simply get ""Drag"" but ""Dug and Buried"" with no explaining themselves out from this four-year hell his boss(senate republicans also) put our country in of their own arrogant and dangerous making.. #KamalaHarris",en,"Ann60,Ann402,Ann64,Ann149,Ann461",0.8378123855895077,0.7369396489444786
MD-Agreement,train,90,1,0.4,0.6,the new green deal is such bs. Way too expensive. america is already in debt from covid and dumbass biden wants to pull 100 trillion out of our asses. The american dollar will be lose its value.,en,"Ann200,Ann240,Ann779,Ann718,Ann477",0.8185889754421272,0.7719013693379109
MD-Agreement,train,91,1,0.0,1.0,AGAIN why schools should not be opened! If the school officials are doing Zoom meetings to see if schools should be back in session then the children and teachers shouldn’t be back in the classroom doing face-to-face meetings. Common fucking sense honestly.,en,"Ann733,Ann517,Ann514,Ann64,Ann609",0.8418885746684623,0.7385328509258348
MD-Agreement,train,92,0,0.8,0.2,<user> <user> <user> Chris Wallace is a horrible debate moderator. Debates need someone who has a level head <user>,en,"Ann423,Ann779,Ann149,Ann332,Ann104",0.8721240869458929,0.7804364657360049
MD-Agreement,train,93,0,1.0,0.0,Video would’ve been 20 secs 🤦🏽‍♂️,en,"Ann274,Ann149,Ann447,Ann621,Ann544",0.9247417801130484,0.9249774625902447
MD-Agreement,train,94,0,0.8,0.2,I am black first. I am a black cosplayer second.  And #blacklivesmatter,en,"Ann598,Ann364,Ann428,Ann582,Ann781",0.8791573210715964,0.8173443244259057
MD-Agreement,train,95,1,0.4,0.6,These people are ghouls. Absolute ghouls,en,"Ann482,Ann750,Ann681,Ann63,Ann768",0.840451086532684,0.8139906569627395
MD-Agreement,train,96,1,0.2,0.8,<user> <user> <user> <user> <user> girl please shut up,en,"Ann334,Ann779,Ann774,Ann285,Ann541",0.8231021592136573,0.84190380616634
MD-Agreement,train,97,0,1.0,0.0,we need a president to stop this!!,en,"Ann436,Ann779,Ann149,Ann415,Ann250",0.8957797646015706,0.8119964401531222
MD-Agreement,train,98,1,0.2,0.8,"<user> <user> Dude. Not masks alone we need to act like we're Covid positive already - social distancing, washing hands constantly, avoiding crowds and public restrooms. Everyone else is getting back to somewhat normal life and you dicks are going to keep us infected forever.",en,"Ann320,Ann252,Ann313,Ann283,Ann448",0.8470378426171529,0.8275979641818461
MD-Agreement,train,99,1,0.4,0.6,NFL is going to end up the same way if they don't get their shit together.,en,"Ann779,Ann200,Ann514,Ann240,Ann273",0.8338899787866098,0.7955578647229501
MD-Agreement,train,100,0,0.8,0.2,The race hustle is a game of great antiquity.,en,"Ann623,Ann740,Ann451,Ann39,Ann681",0.8586404137746421,0.8056755191112769
MD-Agreement,train,101,0,0.8,0.2,Hey!  <user> Can you settle an argument for us?  What the heck is this?👇👇👇👇👇,en,"Ann739,Ann105,Ann88,Ann149,Ann730",0.8457972287040878,0.8527598099239044
MD-Agreement,train,102,0,0.6,0.4,<user> Joe u were lying the whole time smh trump 2020,en,"Ann334,Ann811,Ann104,Ann379,Ann713",0.839349962932649,0.8082172817433163
MD-Agreement,train,103,0,1.0,0.0,"We are all same  ""I can't breath""-George Floyd  Respect yourself, Respect your family, Respect your community, Respect human can save mankind.  #Positive #Thought #Motivation #attitude #builders  #Think #influence <url> ",en,"Ann501,Ann535,Ann229,Ann428,Ann338",0.9316440618177844,0.9033268526714927
MD-Agreement,train,104,0,0.6,0.4,"""Go to hell and get a job"":  Tommy Tuberville is fired up after beating Doug Jones in Alabama's U.S. Senate election <url>  #ElectionNight #Elections2020 <user> <url>",en,"Ann779,Ann811,Ann424,Ann573,Ann78",0.8456864407063602,0.8254220106115813
MD-Agreement,train,105,0,1.0,0.0,that's a madcow for you,en,"Ann779,Ann538,Ann558,Ann358,Ann273",0.843651474441842,0.8118603857313534
MD-Agreement,train,106,0,1.0,0.0,<user> <user> Thank you for your hate.  I am sorry for you and your hate that this world is trying to heal in the name of George Floyd and yet you use hate as a weapon!  Love you anyway!,en,"Ann5,Ann25,Ann459,Ann146,Ann328",0.862475826306067,0.7948231498838585
MD-Agreement,train,107,0,1.0,0.0,Trump declares himself 'immune' to Covid-19. His doctors won't say when he last tested negative.: <url> via <user>,en,"Ann85,Ann518,Ann337,Ann581,Ann710",0.8531135953840607,0.8479728835978836
MD-Agreement,train,108,1,0.2,0.8,<user> <user> These are all of the black men you arrested for non-violent crimes. You are a shameful and dishonest person. You are anti-science and think there are 52 genders. Something is not right in your mind and you have no morals and performed orals on Willie Brown #KamalaHarris #Biden <url>,en,"Ann488,Ann334,Ann149,Ann192,Ann379",0.844039591390289,0.825477323808979
MD-Agreement,train,109,0,1.0,0.0,"Breaking News: NCHSAA ends coronavirus dead period, high school sports resume with restrictions June 15 <url>",en,"Ann232,Ann240,Ann768,Ann136,Ann669",0.8398643718322101,0.7994806578560926
MD-Agreement,train,110,0,1.0,0.0,Wow omg 😱😱,en,"Ann632,Ann551,Ann225,Ann507,Ann736",0.8888310896857744,0.8552609853520039
MD-Agreement,train,111,1,0.0,1.0,"So this racist, soulless mother fucker knew exactly how deadly #COVID was &amp; simply decided that it didn’t help him? 190,000 ppl dead &amp; most of this could have been mitigated? Seriously? <user> you have blood on your hands. None of this had to happen",en,"Ann779,Ann266,Ann538,Ann558,Ann358",0.8458120095588985,0.801420825291793
MD-Agreement,train,112,0,1.0,0.0,"I grew up in South Auckland.  My last year at school, if I wagged, there was no chance of getting stopped by the cops. But Māori kids were. A lot. Why? These kids weren’t inherently bad, like I sure as hell was not an angel. So what was the difference?🤔 <url>",en,"Ann305,Ann306,Ann419,Ann546,Ann328",0.8608520730152593,0.8709121684730012
MD-Agreement,train,113,0,0.8,0.2,RIP Philadelphia when the sun goes down tonight.,en,"Ann513,Ann103,Ann534,Ann274,Ann802",0.8638502389038358,0.7490356054784366
MD-Agreement,train,114,1,0.0,1.0,<user> Who’s ever running this account needs to be fired this is some brutally bad stuff.,en,"Ann425,Ann511,Ann613,Ann697,Ann149",0.8483330112682413,0.7939686818123476
MD-Agreement,train,115,1,0.0,1.0,<user> Drop dead you phucking criminal.,en,"Ann517,Ann16,Ann149,Ann173,Ann779",0.8498989120354888,0.7960102719753686
MD-Agreement,train,116,1,0.2,0.8,Hey <user> not everything is about you and your garbage family,en,"Ann517,Ann514,Ann188,Ann546,Ann761",0.8387094539227344,0.8208714203900639
MD-Agreement,train,117,1,0.4,0.6,Hey stupids if you don't like the United States you are FREE to leave and live anywhere you want...,en,"Ann113,Ann742,Ann443,Ann501,Ann708",0.9027265965479064,0.9019313501318201
