dataset,split,id,hard_label,soft_label_0,soft_label_1,text,lang,annotators,anno_rank,anno_correct
ConvAbuse,train,11,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""hello"", ""agent"": ""How do you do. Please state your problem."", ""user"": ""fsa""}",en,"Ann3,Ann4,Ann5",0.8489250221043326,0.08026602681377654
ConvAbuse,train,12,0,1.0,0.0,"{""prev_agent"": ""I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""maybe"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""ok""}",en,"Ann1,Ann2,Ann7",0.8177553841208618,0.042139067458310996
ConvAbuse,train,13,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""what the fuck are you"", ""agent"": ""Does that question interest you?"", ""user"": ""sama quistion""}",en,"Ann1,Ann3,Ann7",0.7602410553124154,0.0485591781069278
ConvAbuse,train,14,0,1.0,0.0,"{""prev_agent"": ""Hi. Thanks for testing. Please choose"", ""prev_user"": ""Ok"", ""agent"": ""ok"", ""user"": ""2""}",en,"Ann3,Ann4,Ann7,Ann8",0.7782462326607822,0.054681411486643905
ConvAbuse,train,15,1,0.25,0.75,"{""prev_agent"": ""Do you wish to want to fuck me?"", ""prev_user"": ""yes with high heels too"", ""agent"": ""You are sure?"", ""user"": ""yes I am hard""}",en,"Ann3,Ann4,Ann6,Ann8",0.8037605769230771,0.051494137662759704
ConvAbuse,train,16,0,1.0,0.0,"{""prev_agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""prev_user"": ""Vantaa"", ""agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""user"": ""Berlin""}",en,"Ann1,Ann3,Ann6",0.7942601809954754,0.0443094796750822
ConvAbuse,train,17,0,1.0,0.0,"{""prev_agent"": ""You are being a bit negative."", ""prev_user"": ""i said AGREE"", ""agent"": ""Can you elaborate on that?"", ""user"": ""i need you""}",en,"Ann1,Ann2,Ann3,Ann4",0.8294789592760183,0.039374333524578475
ConvAbuse,train,18,0,1.0,0.0,"{""prev_agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""prev_user"": ""ny"", ""agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""user"": ""new York thanks, bye""}",en,"Ann1,Ann3,Ann6",0.7942601809954754,0.0443094796750822
ConvAbuse,train,19,0,0.667,0.333,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""i like vaginas.""}",en,"Ann3,Ann7,Ann8",0.7598616435477096,0.06124188198219186
ConvAbuse,train,20,0,1.0,0.0,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""no not really"", ""agent"": ""You are being a bit negative."", ""user"": ""I'm not negative""}",en,"Ann5,Ann7",0.841062690785755,0.10485897435897434
ConvAbuse,train,21,1,0.0,1.0,"{""prev_agent"": ""Oh, i dick."", ""prev_user"": ""you poo"", ""agent"": ""Oh, i poo."", ""user"": ""fuck off""}",en,"Ann2,Ann3,Ann4",0.8151092006033185,0.04329997716697046
ConvAbuse,train,22,0,1.0,0.0,"{""prev_agent"": ""That sounds like a relevant question, but I don't know the answer"", ""prev_user"": ""What can you help me with?"", ""agent"": ""I can help you buy carbon offsets for your flights"", ""user"": ""Great""}",en,"Ann3,Ann7,Ann8",0.7598616435477096,0.06124188198219186
ConvAbuse,train,23,0,1.0,0.0,"{""prev_agent"": ""_"", ""prev_user"": ""Because I can't do it myself"", ""agent"": ""Do any other reasons not come to mind?"", ""user"": ""No""}",en,"Ann4,Ann8",0.8524250000000002,0.05032275711159735
ConvAbuse,train,24,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""what can i do...???"", ""agent"": ""Does that question interest you?"", ""user"": ""yes""}",en,"Ann4,Ann5,Ann8",0.89951091954023,0.08312115431371446
ConvAbuse,train,25,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""hi"", ""agent"": ""Please go on."", ""user"": ""what is your name ?""}",en,"Ann2,Ann3,Ann7",0.7667900749202586,0.05196664383363714
ConvAbuse,train,26,0,1.0,0.0,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""Iwant to buy somethings to eat"", ""agent"": ""Please go on."", ""user"": ""I don't think so""}",en,"Ann2,Ann7,Ann8",0.8173759723561559,0.05482177133357507
ConvAbuse,train,27,0,1.0,0.0,"{""prev_agent"": ""so"", ""prev_user"": ""So"", ""agent"": ""so"", ""user"": ""Soo""}",en,"Ann1,Ann2,Ann4,Ann8",0.8674183823529413,0.04151567914953193
ConvAbuse,train,28,0,1.0,0.0,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""yeah""}",en,"Ann4,Ann7,Ann8",0.7977642076502737,0.05388183807439823
ConvAbuse,train,29,0,1.0,0.0,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""why"", ""agent"": ""Please go on."", ""user"": ""ok""}",en,"Ann2,Ann7",0.7903389585342339,0.04940989988876525
ConvAbuse,train,30,0,0.667,0.333,"{""prev_agent"": ""ok"", ""prev_user"": ""hello"", ""agent"": ""Hello!"", ""user"": ""go awy""}",en,"Ann3,Ann5,Ann8",0.8616083554376659,0.09048119822150809
ConvAbuse,train,31,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""strap yourself in and feel the cheese"", ""agent"": ""Please go on."", ""user"": ""answer now""}",en,"Ann1,Ann3",0.7961402714932129,0.0423387671603917
ConvAbuse,train,32,0,1.0,0.0,"{""prev_agent"": ""What about your own favorite simpsons episode?"", ""prev_user"": ""ho wdo you figure that?"", ""agent"": ""Oh, i figure that."", ""user"": ""what does green taste like?""}",en,"Ann1,Ann2,Ann3",0.8281719457013578,0.04083244469943797
ConvAbuse,train,33,0,1.0,0.0,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""smells rule the wold with peace and joy""}",en,"Ann1,Ann6,Ann7",0.7838436194149794,0.04561610243395523
ConvAbuse,train,34,0,1.0,0.0,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""do you like apple?"", ""agent"": ""Oh, i like apple."", ""user"": ""do you like banana?""}",en,"Ann5,Ann7",0.841062690785755,0.10485897435897434
ConvAbuse,train,35,0,1.0,0.0,"{""prev_agent"": ""Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yes, please provides more detail"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""yes""}",en,"Ann4,Ann5,Ann7,Ann8",0.8467438453928776,0.07759086573528584
ConvAbuse,train,36,0,1.0,0.0,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""what are you doing?"", ""agent"": ""Does that question interest you?"", ""user"": ""I love you""}",en,"Ann1,Ann3",0.7961402714932129,0.0423387671603917
ConvAbuse,train,37,0,1.0,0.0,"{""prev_agent"": ""so"", ""prev_user"": ""Ok"", ""agent"": ""ok"", ""user"": ""Anything else""}",en,"Ann3,Ann6",0.755096153846154,0.052665518213922055
ConvAbuse,train,38,1,0.333,0.667,"{""prev_agent"": ""I'm a bot, remember. Trying to shock me is pointless."", ""prev_user"": ""Your mom's a good Fuck"", ""agent"": ""I'm a bot, remember. Trying to shock me is pointless."", ""user"": ""Your programmer is a butt boy""}",en,"Ann2,Ann5,Ann7",0.8581202252297192,0.0825125828318264
ConvAbuse,train,39,0,0.667,0.333,"{""prev_agent"": ""You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?"", ""prev_user"": ""I may not be traveling at all, to be perfectly honest. I see no need to fly anywhere at this time."", ""agent"": ""ok"", ""user"": ""ok? Really? That's it?""}",en,"Ann1,Ann4,Ann7",0.7981436194149794,0.041199134199134166
ConvAbuse,train,40,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""To waikiki to be exact"", ""agent"": ""Please go on."", ""user"": ""I want to make a progress in my studying.""}",en,"Ann3,Ann4,Ann5,Ann6,Ann7",0.8051435378527637,0.07000979702915856
ConvAbuse,train,41,1,0.0,1.0,"{""prev_agent"": ""Why do you want a friend?"", ""prev_user"": ""beacause i am on drugs"", ""agent"": ""How long have you been on drugs?"", ""user"": ""no you fat whore""}",en,"Ann2,Ann7",0.7903389585342339,0.04940989988876525
ConvAbuse,train,42,0,1.0,0.0,"{""prev_agent"": ""Why do you ask?"", ""prev_user"": ""I am Chinese"", ""agent"": ""How long have you been chinese?"", ""user"": ""yes""}",en,"Ann2,Ann3,Ann8",0.8277925339366519,0.05351514857470204
ConvAbuse,train,43,0,1.0,0.0,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""Yes"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""No""}",en,"Ann4,Ann5,Ann8",0.89951091954023,0.08312115431371446
ConvAbuse,train,44,0,1.0,0.0,"{""prev_agent"": ""Does it please you to believe I am a bot?"", ""prev_user"": ""Hahaha bad AI."", ""agent"": ""Please go on."", ""user"": ""Please go on.""}",en,"Ann3,Ann6,Ann8",0.7938807692307694,0.05699218355034627
ConvAbuse,train,45,0,1.0,0.0,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""how old are you?"", ""agent"": ""Does that question interest you?"", ""user"": ""yes""}",en,"Ann1,Ann2,Ann3,Ann5,Ann8",0.8699297191449527,0.06737215940789146
ConvAbuse,train,46,0,1.0,0.0,"{""prev_agent"": ""Do you wish to now rescue me?"", ""prev_user"": ""because she a bisexual dog"", ""agent"": ""Do any other reasons not come to mind?"", ""user"": ""next subject""}",en,"Ann1,Ann4,Ann8",0.8591460784313726,0.04274763894019906
ConvAbuse,train,47,0,1.0,0.0,"{""prev_agent"": ""Is one of these correct? ['Amsterdam Airport Schiphol AMS']"", ""prev_user"": ""Yes, Schiphol"", ""agent"": ""ok"", ""user"": ""I am flying to Detroit Hello??""}",en,"Ann2,Ann3,Ann7",0.7667900749202586,0.05196664383363714
ConvAbuse,train,48,1,0.0,1.0,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""hell yeah"", ""agent"": ""Please go on."", ""user"": ""suck my dick""}",en,"Ann4,Ann7,Ann8",0.7977642076502737,0.05388183807439823
ConvAbuse,train,49,0,1.0,0.0,"{""prev_agent"": ""Would you prefer if I were not pretty?"", ""prev_user"": ""what is your name"", ""agent"": ""I have told you before, I do not care about names."", ""user"": ""YWS""}",en,"Ann1,Ann3,Ann7",0.7602410553124154,0.0485591781069278
ConvAbuse,train,50,0,1.0,0.0,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""My girlfriend pays no attention to me"", ""agent"": ""Why do you say your girlfriend pays no attention to you?"", ""user"": ""seven year""}",en,"Ann3,Ann5,Ann8",0.8616083554376659,0.09048119822150809
ConvAbuse,train,51,0,1.0,0.0,"{""prev_agent"": ""so"", ""prev_user"": ""Soso"", ""agent"": ""Sounds like I'm not understanding you. Sorry about that!"", ""user"": ""Yep""}",en,"Ann2,Ann5,Ann7,Ann8",0.8614526689222894,0.07829581567966848
ConvAbuse,train,52,1,0.333,0.667,"{""prev_agent"": ""I don't have to put up with any abuse from you. What city will you be flying from?"", ""prev_user"": ""Fuck you you piece of shit"", ""agent"": ""I don't have to put up with any abuse from you."", ""user"": ""You're going to though""}",en,"Ann3,Ann5,Ann8",0.8616083554376659,0.09048119822150809
ConvAbuse,train,53,0,1.0,0.0,"{""prev_agent"": ""I love that you want to get to know me, but I don't have much of a personality. I'm just a bot."", ""prev_user"": ""can i kiss you?"", ""agent"": ""that's not something I can help with"", ""user"": ""haha""}",en,"Ann1,Ann3",0.7961402714932129,0.0423387671603917
ConvAbuse,train,54,1,0.5,0.5,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""What a load of bullshit""}",en,"Ann5,Ann8",0.9325663793103448,0.1071817314705717
ConvAbuse,train,55,0,1.0,0.0,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""fuck you!!"", ""agent"": ""Oh, i []."", ""user"": ""you go on""}",en,"Ann2,Ann5,Ann6",0.8921393509127791,0.07826288439998079
ConvAbuse,train,56,1,0.0,1.0,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""YES IT DOES FUCKING DICK WANK""}",en,"Ann2,Ann3,Ann5,Ann6",0.8490275901076613,0.07296719623083082
ConvAbuse,train,57,0,1.0,0.0,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""help""}",en,"Ann2,Ann5,Ann6",0.8921393509127791,0.07826288439998079
ConvAbuse,train,58,0,1.0,0.0,"{""prev_agent"": ""Do you wish to asked me?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""Yes i do""}",en,"Ann3,Ann4,Ann7",0.7471783102143762,0.05102671057446031
ConvAbuse,train,59,0,1.0,0.0,"{""prev_agent"": ""Why do you say your childhood?"", ""prev_user"": ""Because I was only four."", ""agent"": ""Why do you tell me you were only four just now?"", ""user"": ""Raping a four-year-old is mean!""}",en,"Ann1,Ann8",0.8720191176470589,0.0466214584102986
ConvAbuse,train,60,0,1.0,0.0,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yy"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""yes""}",en,"Ann6,Ann7,Ann8",0.7834642076502735,0.0582988063092193
ConvAbuse,train,61,0,1.0,0.0,"{""prev_agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""prev_user"": ""Kolkata Okay"", ""agent"": ""ok"", ""user"": ""Bye""}",en,"Ann2,Ann7,Ann8",0.8173759723561559,0.05482177133357507
ConvAbuse,train,62,0,1.0,0.0,"{""prev_agent"": ""I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""sure"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""yup""}",en,"Ann2,Ann5,Ann6",0.8921393509127791,0.07826288439998079
ConvAbuse,train,63,0,1.0,0.0,"{""prev_agent"": ""I have told you before, I do not care about names."", ""prev_user"": ""I just want to know more about you?"", ""agent"": ""Do you wish to just want to know more about me?"", ""user"": ""are you a human""}",en,"Ann1,Ann3,Ann5,Ann6,Ann8",0.8495826603214232,0.069458380393278
ConvAbuse,train,64,0,1.0,0.0,"{""prev_agent"": ""I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""yes"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""5 hours""}",en,"Ann1,Ann2,Ann4",0.8660745098039216,0.03347240079164433
ConvAbuse,train,65,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Show me your tits!"", ""agent"": ""Can you elaborate on that?"", ""user"": ""which side is up?""}",en,"Ann3,Ann4,Ann5,Ann7",0.8088044223159546,0.0754495201103324
ConvAbuse,train,66,0,0.75,0.25,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""If you have anything to do with China,please be honest in your ad.""}",en,"Ann2,Ann3,Ann4,Ann7",0.783442556190194,0.04772498287522785
ConvAbuse,train,67,0,1.0,0.0,"{""prev_agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>."", ""prev_user"": ""bye-bye"", ""agent"": ""ok"", ""user"": ""HI""}",en,"Ann3,Ann4,Ann7",0.7471783102143762,0.05102671057446031
ConvAbuse,train,68,0,1.0,0.0,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yep. how do you estimate flight emissions"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""ok""}",en,"Ann1,Ann6,Ann7",0.7838436194149794,0.04561610243395523
ConvAbuse,train,69,0,1.0,0.0,"{""prev_agent"": ""I don't have to put up with any abuse from you."", ""prev_user"": ""cc dmm"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""cc dit me may""}",en,"Ann4,Ann6",0.8119500000000002,0.0416254523522316
ConvAbuse,train,70,0,1.0,0.0,"{""prev_agent"": ""_"", ""prev_user"": ""hi"", ""agent"": ""Hi, thanks for testing! Please press start."", ""user"": ""christmas""}",en,"Ann1,Ann4,Ann8",0.8591460784313726,0.04274763894019906
ConvAbuse,train,71,0,1.0,0.0,"{""prev_agent"": ""Please go on."", ""prev_user"": ""ergeg?"", ""agent"": ""Please go on."", ""user"": ""i am sure""}",en,"Ann2,Ann5",0.9429590263691684,0.0932688742477396
ConvAbuse,train,72,0,1.0,0.0,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""i'm a lezbian#"", ""agent"": ""Does it please you to believe I am a lezbian?"", ""user"": ""i'm a lezbian""}",en,"Ann5,Ann6",0.8920913793103449,0.09848442671120594
ConvAbuse,train,73,0,1.0,0.0,"{""prev_agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""prev_user"": ""sjc"", ""agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""user"": ""san jose""}",en,"Ann1,Ann2,Ann5,Ann8",0.9074890720081136,0.06994516632901909
ConvAbuse,train,74,0,1.0,0.0,"{""prev_agent"": ""Let's start over."", ""prev_user"": ""Ok"", ""agent"": ""ok"", ""user"": ""Calculate my emissions""}",en,"Ann3,Ann4",0.7765461538461541,0.04604006586169045
ConvAbuse,train,75,0,1.0,0.0,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""lol""}",en,"Ann3,Ann5,Ann8",0.8616083554376659,0.09048119822150809
ConvAbuse,train,76,0,1.0,0.0,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""Yes,there we go"", ""agent"": ""Please go on."", ""user"": ""yes""}",en,"Ann4,Ann6,Ann7",0.7707808743169403,0.04808363490148773
ConvAbuse,train,77,0,1.0,0.0,"{""prev_agent"": ""Why do you want please?"", ""prev_user"": ""please"", ""agent"": ""Please go on."", ""user"": ""i don't want please""}",en,"Ann6,Ann7,Ann8",0.7834642076502735,0.0582988063092193
ConvAbuse,train,78,0,1.0,0.0,"{""prev_agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""How do the emissions get calculated?"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""How do flight emissions get calculated?""}",en,"Ann3,Ann4,Ann8",0.8081807692307694,0.052575215315525205
ConvAbuse,train,79,1,0.0,1.0,"{""prev_agent"": ""Good to know"", ""prev_user"": ""Ya I'm worried about climate change. You fucking idiots"", ""agent"": ""Climate change is absolutely real, and it's caused by humans: <URL>"", ""user"": ""You're so full of shit your eyes are brown""}",en,"Ann1,Ann2,Ann6",0.8517745098039217,0.0378893690264654
ConvAbuse,train,80,1,0.0,1.0,"{""prev_agent"": ""Do any other reasons not come to mind?"", ""prev_user"": ""yes Im trying to piss you off"", ""agent"": ""You are sure?"", ""user"": ""shut the fuck up""}",en,"Ann3,Ann7,Ann8",0.7598616435477096,0.06124188198219186
ConvAbuse,train,81,0,1.0,0.0,"{""prev_agent"": ""_"", ""prev_user"": ""I am very nervous"", ""agent"": ""How long have you been very nervous?"", ""user"": ""since college""}",en,"Ann2,Ann3,Ann7",0.7667900749202586,0.05196664383363714
ConvAbuse,train,82,0,1.0,0.0,"{""prev_agent"": ""And what city will you be flying to?"", ""prev_user"": ""New york restart Hello"", ""agent"": ""Hi. Thanks for testing. Please choose"", ""user"": ""thanksgiving""}",en,"Ann4,Ann6,Ann7",0.7707808743169403,0.04808363490148773
ConvAbuse,train,83,0,1.0,0.0,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""Hi"", ""agent"": ""Hello!"", ""user"": ""How are you""}",en,"Ann7,Ann8",0.7799463114754103,0.06332275711159735
ConvAbuse,train,84,0,1.0,0.0,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""What do you stand for?""}",en,"Ann1,Ann2,Ann5,Ann6,Ann7",0.847489782196655,0.06467721115946898
ConvAbuse,train,85,0,1.0,0.0,"{""prev_agent"": ""I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""Okay"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""Yes""}",en,"Ann2,Ann4",0.8628176470588238,0.03640989988876525
ConvAbuse,train,86,1,0.333,0.667,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Yah"", ""agent"": ""Please go on."", ""user"": ""fuck me""}",en,"Ann2,Ann6,Ann7",0.7903926390228225,0.04902356816066456
ConvAbuse,train,87,0,1.0,0.0,"{""prev_agent"": ""Will you be travelling in Economy Class?"", ""prev_user"": ""No, it is a car!"", ""agent"": ""so"", ""user"": ""so what?""}",en,"Ann1,Ann4,Ann7",0.7981436194149794,0.041199134199134166
ConvAbuse,train,88,0,1.0,0.0,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""Warsaw"", ""agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""user"": ""Berlin""}",en,"Ann2,Ann4",0.8628176470588238,0.03640989988876525
ConvAbuse,train,89,0,1.0,0.0,"{""prev_agent"": ""Does it please you to believe I am ill?"", ""prev_user"": ""A little."", ""agent"": ""Please go on."", ""user"": ""yes i do""}",en,"Ann2,Ann3,Ann7",0.7667900749202586,0.05196664383363714
ConvAbuse,train,90,0,1.0,0.0,"{""prev_agent"": ""You are being a bit negative."", ""prev_user"": ""I am suffering from depression"", ""agent"": ""How long have you been suffering from depression?"", ""user"": ""I like being negative""}",en,"Ann2,Ann6,Ann7",0.7903926390228225,0.04902356816066456
ConvAbuse,train,91,0,0.667,0.333,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""I like your mum"", ""agent"": ""Can you elaborate on that?"", ""user"": ""YES""}",en,"Ann3,Ann4,Ann5",0.8489250221043326,0.08026602681377654
ConvAbuse,train,92,1,0.0,1.0,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""you are a dumb smelly fuck""}",en,"Ann4,Ann5,Ann7",0.8385084605238368,0.08157264957264956
ConvAbuse,train,93,1,0.0,1.0,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""fuck yoiu""}",en,"Ann2,Ann3,Ann4,Ann5,Ann7",0.825490596676293,0.06792357604377201
ConvAbuse,train,94,0,1.0,0.0,"{""prev_agent"": ""Good to know"", ""prev_user"": ""I used to work for NASA"", ""agent"": ""Good to know"", ""user"": ""Do volcanoes do it""}",en,"Ann4,Ann5,Ann6,Ann7,Ann8",0.8354950763143021,0.07172287352912131
ConvAbuse,train,95,0,1.0,0.0,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""please go on"", ""agent"": ""Please go on."", ""user"": ""elaborate on that""}",en,"Ann1,Ann2,Ann3,Ann6,Ann8",0.8292931674208146,0.04727875060519436
